Feature	Statistic	P-Val	RBP	Position	FDR P-Val
WDR43_5_right_shap	1453.0357793008877	0.0	WDR43	2	0.0
HNRNPL_3_left_shap	1429.298649178202	4.2829384683544e-311	HNRNPL	5	5.1035539754146e-311
AQR_3_right_shap	1421.8647661102034	1.761931552112726e-309	AQR	6	2.09402336298214e-309
BUD13_3_right_shap	1405.245445012332	7.158610873093074e-306	BUD13	6	8.485664063666464e-306
TARDBP_3_right_shap	1393.72413551462	2.2732611259081737e-303	TARDBP	6	2.687657685318518e-303
TARDBP_center_right_shap	1386.0759783885512	1.040939631349061e-301	TARDBP	4	1.2274976432012303e-301
MATR3_center_right_shap	1378.3393719617477	4.982052313765265e-300	MATR3	4	5.85971956074982e-300
DROSHA_center_left_shap	1372.888984054447	7.602299581178893e-299	DROSHA	3	8.918459973786092e-299
LIN28B_5_left_shap	1359.7533541363393	5.411414170582412e-296	LIN28B	1	6.331912457330967e-296
DDX55_5_right_shap	1342.4082896281145	3.1604118146642998e-292	DDX55	2	3.6885011924359693e-292
DDX52_3_left_shap	1327.492405521587	5.478816521933305e-289	DDX52	5	6.377904361430053e-289
LSM11_5_right_shap	1217.563546142589	4.0685089139832626e-265	LSM11	2	4.724048713423021e-265
AKAP1_3_left_shap	1169.2643053383276	1.2516478352026972e-254	AKAP1	5	1.449612543831695e-254
PTBP1_3_left_shap	1166.6549932626986	4.614100721889639e-254	PTBP1	5	5.3302842944984635e-254
FKBP4_5_right_shap	1163.6712659331436	2.0511396405899117e-253	FKBP4	2	2.363495931035076e-253
SFPQ_5_right_shap	1154.8742032312766	1.6682192261855443e-251	SFPQ	2	1.917396275160094e-251
SRSF9_3_right_shap	1142.0840422801164	9.990823437693804e-249	SRSF9	6	1.1454125860386332e-248
HNRNPM_center_left_shap	1052.318206160722	3.1045948235969693e-229	HNRNPM	3	3.550342694995023e-229
PTBP1_5_left_shap	1026.7780328795898	1.091397841330047e-223	PTBP1	1	1.2449613566930686e-223
SUPV3L1_5_right_shap	980.9138584533175	9.937154122254526e-214	SUPV3L1	2	1.1306937271938735e-213
LARP7_3_left_shap	974.4163128952524	2.55968260174491e-212	LARP7	5	2.9052397529804725e-212
DGCR8_5_left_shap	959.708730683924	3.99849921231053e-209	DGCR8	1	4.526979158077258e-209
NKRF_center_right_shap	948.8907399473803	8.932928459083736e-207	NKRF	4	1.0088431642845811e-206
PTBP1_center_right_shap	941.8054313686579	3.087088394208715e-205	PTBP1	4	3.4777621115899666e-205
FAM120A_5_left_shap	939.291883976214	1.0848231547328695e-204	FAM120A	1	1.2190834461602048e-204
FKBP4_center_right_shap	930.033616156451	1.1111335456863576e-202	FKBP4	4	1.245566987016312e-202
HNRNPUL1_center_left_shap	857.3985469437574	6.580685491876853e-187	HNRNPUL1	3	7.358697569734216e-187
AKAP1_center_left_shap	856.4554237634044	1.0545513493406083e-186	AKAP1	3	1.1763300063897695e-186
SUB1_5_left_shap	853.2749667007351	5.17243697806143e-186	SUB1	1	5.75560389225463e-186
FXR2_5_right_shap	851.1299627781159	1.5117392585545047e-185	FXR2	2	1.6780675388355625e-185
HNRNPK_3_right_shap	846.8495295377833	1.285171717882791e-184	HNRNPK	6	1.4230925851677734e-184
RBM15_3_right_shap	813.7285292120039	2.0002993691716057e-177	RBM15	6	2.209576432126299e-177
AGGF1_3_left_shap	780.0671677398595	4.079122692954494e-170	AGGF1	5	4.494955588838205e-170
LARP4_5_left_shap	765.2985581628824	6.569458759861139e-167	LARP4	1	7.221632631905465e-167
RBM15_3_left_shap	762.7609698598069	2.3364682797739664e-166	RBM15	5	2.5622140072883593e-166
TAF15_center_right_shap	717.1236811410325	1.899202263243045e-156	TAF15	4	2.0776815120779335e-156
G3BP1_5_left_shap	689.5651783682076	1.8315722756510502e-150	G3BP1	1	1.998879358523021e-150
SND1_3_left_shap	667.3605013779387	1.2148101326620982e-145	SND1	5	1.3225990413155696e-145
SRSF9_5_left_shap	666.0331257552025	2.3590891862990196e-145	SRSF9	1	2.562264331530514e-145
QKI_3_left_shap	643.7329476589955	1.6412188871741252e-140	QKI	5	1.7783135436206512e-140
HNRNPU_center_left_shap	625.0980492720347	1.8267674994055807e-136	HNRNPU	3	1.9746486779288897e-136
BCLAF1_5_left_shap	614.0625704793696	4.549954448150838e-134	BCLAF1	1	4.906601708932258e-134
RBM5_5_right_shap	581.4400179069894	5.5195583981247476e-127	RBM5	2	5.9381031107787566e-127
ZNF800_center_left_shap	561.1314758787366	1.418561607698532e-122	ZNF800	3	1.5225223874589445e-122
SRSF1_5_right_shap	549.9815427620947	3.7413248184651635e-120	SRSF1	2	4.006041197130151e-120
EFTUD2_5_right_shap	536.485161774636	3.1895345370035424e-117	EFTUD2	2	3.407173364234372e-117
PPIG_3_right_shap	527.2599121388088	3.2134001872891525e-115	PPIG	6	3.4246095892705995e-115
FKBP4_3_right_shap	495.8818366268453	2.0923163002756466e-108	FKBP4	6	2.2246173309722332e-108
SLTM_center_left_shap	485.518899487901	3.7231501089049006e-106	SLTM	3	3.9493227790720206e-106
ZNF800_3_left_shap	462.13109136755565	4.4617841006912576e-101	ZNF800	5	4.721794829169769e-101
DDX59_5_left_shap	460.4666064560209	1.0255264304124497e-100	DDX59	1	1.0827651149005864e-100
TARDBP_center_left_shap	458.6712790511019	2.516501828538227e-100	TARDBP	3	2.6507931094114967e-100
NCBP2_3_right_shap	440.3289714550084	2.4197959052153496e-96	NCBP2	6	2.5430262522402056e-96
HNRNPK_5_left_shap	422.6516525489097	1.6686289162734802e-92	HNRNPK	1	1.7495554918895153e-92
DDX3X_3_left_shap	396.5540706668508	7.751355699669564e-87	DDX3X	5	8.10856103145157e-87
U2AF1_3_left_shap	349.7627749289346	1.1219627457076881e-76	U2AF1	5	1.1709680150604378e-76
HNRNPC_3_right_shap	304.442783568593	7.781969430357908e-67	HNRNPC	6	8.103243397666261e-67
FXR2_5_left_shap	299.0457202495717	1.156237177238509e-65	FXR2	1	1.201216655529252e-65
CDC40_3_left_shap	295.05183882071674	8.51740429536618e-65	CDC40	5	8.828542351817913e-65
AGGF1_3_right_shap	293.8451144427486	1.5571990555436516e-64	AGGF1	6	1.610406312566783e-64
AGGF1_5_left_shap	287.01964341590326	4.7258108310257733e-63	AGGF1	1	4.876177539285684e-63
HNRNPL_center_right_shap	251.02497910961404	3.0946987279551404e-55	HNRNPL	4	3.1859256745842036e-55
FTO_5_right_shap	231.83272378971526	4.551595577385294e-51	FTO	2	4.67516830799304e-51
RBFOX2_3_right_shap	221.76635947114067	6.983078191002105e-49	RBFOX2	6	7.156472909063106e-49
SLTM_5_left_shap	211.17641791894522	1.391949549741297e-46	SLTM	1	1.4232997648255604e-46
PPIG_3_left_shap	162.90366686719193	4.225890104281264e-36	PPIG	5	4.311357544592571e-36
KHSRP_center_right_shap	161.34328725371523	9.220411989779307e-36	KHSRP	4	9.385800545649788e-36
PCBP1_3_right_shap	158.22189067746322	4.3908942856660297e-35	PCBP1	6	4.4596554937189654e-35
TIA1_5_right_shap	154.7279501963717	2.519141234820869e-34	TIA1	2	2.5528797335015055e-34
PCBP2_center_right_shap	152.92125668462583	6.2168591504710435e-34	PCBP2	4	6.286089207825955e-34
EFTUD2_3_right_shap	134.03131552277918	7.86085224304673e-30	EFTUD2	6	7.930726485207145e-30
EXOSC5_center_left_shap	123.69796032484076	1.3782538176629566e-27	EXOSC5	3	1.3874218031463023e-27
ILF3_center_left_shap	28.364372707286226	6.930342933390632e-07	ILF3	3	6.961008167609175e-07
CSTF2T_5_left_shap	25.486744984238612	2.921619441637016e-06	CSTF2T	1	2.9280689326781574e-06
XPO5_3_left_shap	11.27129527577548	0.003568365476028705	XPO5	5	0.003568365476028705
BCCIP_5_left_shap			BCCIP	1	
DDX52_5_left_shap			DDX52	1	
DHX30_5_left_shap			DHX30	1	
EXOSC5_5_left_shap			EXOSC5	1	
FTO_5_left_shap			FTO	1	
FUS_5_left_shap			FUS	1	
FKBP4_5_left_shap			FKBP4	1	
HNRNPA1_5_left_shap			HNRNPA1	1	
HNRNPU_5_left_shap			HNRNPU	1	
HNRNPUL1_5_left_shap			HNRNPUL1	1	
LARP7_5_left_shap			LARP7	1	
MATR3_5_left_shap			MATR3	1	
NIP7_5_left_shap			NIP7	1	
NKRF_5_left_shap			NKRF	1	
NOL12_5_left_shap			NOL12	1	
POLR2G_5_left_shap			POLR2G	1	
SAFB_5_left_shap			SAFB	1	
SDAD1_5_left_shap			SDAD1	1	
SFPQ_5_left_shap			SFPQ	1	
SMNDC1_5_left_shap			SMNDC1	1	
SRSF7_5_left_shap			SRSF7	1	
STAU2_5_left_shap			STAU2	1	
SSB_5_left_shap			SSB	1	
SUPV3L1_5_left_shap			SUPV3L1	1	
TAF15_5_left_shap			TAF15	1	
TBRG4_5_left_shap			TBRG4	1	
TROVE2_5_left_shap			TROVE2	1	
UTP18_5_left_shap			UTP18	1	
XRCC6_5_left_shap			XRCC6	1	
AKAP1_5_right_shap			AKAP1	2	
AGGF1_5_right_shap			AGGF1	2	
BCCIP_5_right_shap			BCCIP	2	
DDX52_5_right_shap			DDX52	2	
DDX6_5_right_shap			DDX6	2	
DHX30_5_right_shap			DHX30	2	
DKC1_5_right_shap			DKC1	2	
DROSHA_5_right_shap			DROSHA	2	
EXOSC5_5_right_shap			EXOSC5	2	
FUBP3_5_right_shap			FUBP3	2	
HNRNPA1_5_right_shap			HNRNPA1	2	
HNRNPC_5_right_shap			HNRNPC	2	
HNRNPU_5_right_shap			HNRNPU	2	
HNRNPUL1_5_right_shap			HNRNPUL1	2	
LARP7_5_right_shap			LARP7	2	
MATR3_5_right_shap			MATR3	2	
NIP7_5_right_shap			NIP7	2	
NOL12_5_right_shap			NOL12	2	
NOLC1_5_right_shap			NOLC1	2	
NSUN2_5_right_shap			NSUN2	2	
POLR2G_5_right_shap			POLR2G	2	
PTBP1_5_right_shap			PTBP1	2	
SAFB_5_right_shap			SAFB	2	
SLTM_5_right_shap			SLTM	2	
SMNDC1_5_right_shap			SMNDC1	2	
SSB_5_right_shap			SSB	2	
STAU2_5_right_shap			STAU2	2	
TAF15_5_right_shap			TAF15	2	
TBRG4_5_right_shap			TBRG4	2	
TROVE2_5_right_shap			TROVE2	2	
UTP18_5_right_shap			UTP18	2	
XRCC6_5_right_shap			XRCC6	2	
BCCIP_center_left_shap			BCCIP	3	
DDX52_center_left_shap			DDX52	3	
DDX55_center_left_shap			DDX55	3	
DDX6_center_left_shap			DDX6	3	
DHX30_center_left_shap			DHX30	3	
EIF3D_center_left_shap			EIF3D	3	
EIF3H_center_left_shap			EIF3H	3	
FUBP3_center_left_shap			FUBP3	3	
FTO_center_left_shap			FTO	3	
HNRNPA1_center_left_shap			HNRNPA1	3	
IGF2BP3_center_left_shap			IGF2BP3	3	
LARP7_center_left_shap			LARP7	3	
LSM11_center_left_shap			LSM11	3	
MATR3_center_left_shap			MATR3	3	
NOL12_center_left_shap			NOL12	3	
POLR2G_center_left_shap			POLR2G	3	
RBM15_center_left_shap			RBM15	3	
SAFB_center_left_shap			SAFB	3	
SDAD1_center_left_shap			SDAD1	3	
SFPQ_center_left_shap			SFPQ	3	
SMNDC1_center_left_shap			SMNDC1	3	
STAU2_center_left_shap			STAU2	3	
TBRG4_center_left_shap			TBRG4	3	
TROVE2_center_left_shap			TROVE2	3	
UTP18_center_left_shap			UTP18	3	
WDR43_center_left_shap			WDR43	3	
XRCC6_center_left_shap			XRCC6	3	
YBX3_center_left_shap			YBX3	3	
BCCIP_center_right_shap			BCCIP	4	
DDX52_center_right_shap			DDX52	4	
DHX30_center_right_shap			DHX30	4	
DDX6_center_right_shap			DDX6	4	
EXOSC5_center_right_shap			EXOSC5	4	
FTO_center_right_shap			FTO	4	
HNRNPA1_center_right_shap			HNRNPA1	4	
HNRNPC_center_right_shap			HNRNPC	4	
HNRNPU_center_right_shap			HNRNPU	4	
HNRNPUL1_center_right_shap			HNRNPUL1	4	
LARP7_center_right_shap			LARP7	4	
NIP7_center_right_shap			NIP7	4	
POLR2G_center_right_shap			POLR2G	4	
SAFB_center_right_shap			SAFB	4	
SFPQ_center_right_shap			SFPQ	4	
SSB_center_right_shap			SSB	4	
SRSF9_center_right_shap			SRSF9	4	
STAU2_center_right_shap			STAU2	4	
TBRG4_center_right_shap			TBRG4	4	
TROVE2_center_right_shap			TROVE2	4	
UTP18_center_right_shap			UTP18	4	
WDR43_center_right_shap			WDR43	4	
XRCC6_center_right_shap			XRCC6	4	
ZC3H11A_center_right_shap			ZC3H11A	4	
BCCIP_3_left_shap			BCCIP	5	
CSTF2_3_left_shap			CSTF2	5	
DDX55_3_left_shap			DDX55	5	
DDX6_3_left_shap			DDX6	5	
DHX30_3_left_shap			DHX30	5	
DKC1_3_left_shap			DKC1	5	
EXOSC5_3_left_shap			EXOSC5	5	
FKBP4_3_left_shap			FKBP4	5	
FTO_3_left_shap			FTO	5	
HNRNPA1_3_left_shap			HNRNPA1	5	
HNRNPC_3_left_shap			HNRNPC	5	
HNRNPU_3_left_shap			HNRNPU	5	
HNRNPUL1_3_left_shap			HNRNPUL1	5	
NIP7_3_left_shap			NIP7	5	
MATR3_3_left_shap			MATR3	5	
NOL12_3_left_shap			NOL12	5	
NSUN2_3_left_shap			NSUN2	5	
POLR2G_3_left_shap			POLR2G	5	
SAFB_3_left_shap			SAFB	5	
SRSF7_3_left_shap			SRSF7	5	
SSB_3_left_shap			SSB	5	
STAU2_3_left_shap			STAU2	5	
SUGP2_3_left_shap			SUGP2	5	
TBRG4_3_left_shap			TBRG4	5	
TAF15_3_left_shap			TAF15	5	
TROVE2_3_left_shap			TROVE2	5	
UTP18_3_left_shap			UTP18	5	
WDR43_3_left_shap			WDR43	5	
XRCC6_3_left_shap			XRCC6	5	
BCCIP_3_right_shap			BCCIP	6	
CSTF2_3_right_shap			CSTF2	6	
DHX30_3_right_shap			DHX30	6	
DDX52_3_right_shap			DDX52	6	
DKC1_3_right_shap			DKC1	6	
DDX6_3_right_shap			DDX6	6	
FAM120A_3_right_shap			FAM120A	6	
EXOSC5_3_right_shap			EXOSC5	6	
HNRNPL_3_right_shap			HNRNPL	6	
HNRNPM_3_right_shap			HNRNPM	6	
HNRNPA1_3_right_shap			HNRNPA1	6	
HNRNPU_3_right_shap			HNRNPU	6	
HNRNPUL1_3_right_shap			HNRNPUL1	6	
ILF3_3_right_shap			ILF3	6	
LARP7_3_right_shap			LARP7	6	
MATR3_3_right_shap			MATR3	6	
NIP7_3_right_shap			NIP7	6	
NSUN2_3_right_shap			NSUN2	6	
NOLC1_3_right_shap			NOLC1	6	
POLR2G_3_right_shap			POLR2G	6	
SAFB_3_right_shap			SAFB	6	
SDAD1_3_right_shap			SDAD1	6	
SMNDC1_3_right_shap			SMNDC1	6	
SRSF7_3_right_shap			SRSF7	6	
SSB_3_right_shap			SSB	6	
STAU2_3_right_shap			STAU2	6	
SUGP2_3_right_shap			SUGP2	6	
TBRG4_3_right_shap			TBRG4	6	
TAF15_3_right_shap			TAF15	6	
TIA1_3_right_shap			TIA1	6	
TROVE2_3_right_shap			TROVE2	6	
UTP18_3_right_shap			UTP18	6	
WDR43_3_right_shap			WDR43	6	
XRCC6_3_right_shap			XRCC6	6	
