Data Partition	Model	Cell Line	RBP Pair	Position	Same Pos. PPI Rows	Single Binders Rows	Actual PSI Mean - PPI 	Actual PSI Mean - Single Binders	Actual PSI Mean Difference: PPI vs Single Binders	Actual PSI Std Dev - PPI	Actual PSI Std Dev - Single Binders	Actual PSI Std Dev Difference: PPI vs Single Binders	Global SHAP RBP 1 - PPI	Global SHAP RBP 1 - Single Binders	Global SHAP RBP 1 Difference: PPI vs Single Binders	Global SHAP RBP 2 - PPI	Global SHAP RBP 2 - Single Binders	Global SHAP RBP 2 Difference: PPI vs Single Binders	Local SHAP RBP 1 Welch's T-test Stat	Local SHAP RBP 1 Welch's T-test P-value	Local SHAP RBP 1 Mann Whitney U Stat	Local SHAP RBP 1 Mann Whitney U P-value	Local SHAP RBP 2 Welch's T-test Stat	Local SHAP RBP 2 Welch's T-test P-value	Local SHAP RBP 2 Mann Whitney U Stat	Local SHAP RBP 2 Mann Whitney U P-value	PPI vs Single Binders PSI Welch's T-test Stat	PPI vs Single Binders PSI Welch's T-test P-value	PPI vs Single Binders PSI Welch's T-test FDR BH	PPI vs Single Binders PSI Mann Whitney U Stat	PPI vs Single Binders PSI Mann Whitney U P-value	PPI vs Single Binders PSI Mann Whitney U FDR BH
test	xgboost	HepG2	U2AF1-U2AF2	3	1923	22636	0.6430569422776912	0.6799010204983212	-0.03684407822063007	0.3781663066307869	0.3575696787011114	0.02059662792967548	0.06215614030525223	0.005593298691712317	0.056562841613539916	0.054597493261154435	0.0591274183872049	-0.004529925126050466	-53.631934239478774	0.0	1497558.0	0.0	-12.036836927627403	2.2869385584961447e-32	15419785.0	2.7970189964842473e-100	-4.118871045578801	3.946554355514746e-05	4.8419910580264956e-05	20320920.0	1.3209925912514816e-06	1.8544703684876566e-06
test	xgboost	HepG2	U2AF1-U2AF2	4	5499	35401	0.672147117657756	0.6717976752069149	0.0003494424508411198	0.3500760235425062	0.35153507428009934	-0.001459050737593115	0.023398284665702856	0.0032259769557831702	0.020172307709919686	0.02209399010309329	0.019954046559229485	0.0021399435438638065	-76.28493945212047	0.0	5097736.0	0.0	-47.47010819263546	0.0	54629124.0	0.0	0.06882679299779815	0.9451293689891274	0.958256165780643	91874405.5	2.0305911704608644e-11	3.368935350991889e-11
test	xgboost	HepG2	U2AF1-U2AF2	5	1456	29738	0.5821414835164835	0.6462702939000604	-0.06412881038357687	0.41052335916761795	0.35290826072441034	0.05761509844320761	0.00470411010528846	0.0031966797716884115	0.0015074303336000488	0.22720279491229398	0.127409735226566	0.09979305968572796	-4.2258345610365335	2.4990661873202943e-05	1897133.0	0.0	-39.949736010369165	5.441048279078355e-240	8808216.5	0.0	-5.855687462870193	5.780070108622455e-09	7.8137984801748e-09	20192115.0	1.4036752387930225e-05	1.8801521547135898e-05
test	xgboost	HepG2	U2AF1-U2AF2	6	2845	26694	0.6538063268892794	0.7138545927923878	-0.06004826590310841	0.37691165919188624	0.33197476372082335	0.04493689547106289	0.3299878342256591	0.012592564199406908	0.3173952700262522	0.03147195634253075	0.02856000941082865	0.0029119469317020995	117.32386514824319	0.0	74483642.0	0.0	0.5908107663030057	0.5546903158842411	33709160.0	6.181856060384984e-23	-8.166801675708225	4.445937804166008e-16	6.491069194082371e-16	35400682.5	2.722580642394607e-09	4.184176566206448e-09
test	xgboost	K562	APOBEC3C-PCBP1	1	361	1512	0.7441329639889197	0.6050320767195768	0.1391008872693429	0.16385648884964799	0.41888105469727466	-0.25502456584762667	0.005153324473684212	0.004488540001904762	0.0006647844717794496	0.09086878842105262	0.07033019863511973	0.020538589785932884	-2.4819986898791035	0.013171490630981974	93688.0	6.879026437079179e-85	-32.44514847749294	1.0956640190892583e-175	53910.0	8.560796528311559e-126	10.080312287078455	3.6458064262408574e-23	5.544663939907971e-23	258661.0	0.12258921820749552	0.13356735715145035
test	xgboost	K562	APOBEC3C-PCBP1	2	361	4752	0.7441329639889198	0.6878363846801346	0.05629657930878518	0.16385648884964799	0.332664437347975	-0.16880794849832703	0.5716080626592793	0.1354220696223969	0.43618599303688244	0.08290870944598332	0.15668995472717423	-0.07378124528119091	-130.91307972392102	0.0	127944.0	2.9951676195410644e-161	100.34217213241037	0.0	1710845.0	5.193623623145699e-219	5.69664437667813	1.893795910235698e-08	2.513583662676472e-08	779908.5	0.003995968231127832	0.004743181802802142
test	xgboost	K562	CPSF6-RBM15	2	114	16357	0.9655307017543858	0.740909152044996	0.22462154970938986	0.052858396788094196	0.3311989630390138	-0.27834056625091963	0.005980064061403514	0.0007252436683555298	0.005254820393047985	0.03807051434210527	0.05572830800934584	-0.017657793667240573	-85.687186028771	8.333309907560411e-143	55432.0	2.1822710569628844e-70	9.718512796264687	9.870336458019767e-17	1390099.0	1.4390636600898562e-19	40.20402794000722	7.986685315888412e-93	1.911567305114276e-92	1378214.0	1.2188369577549367e-18	2.780471809878449e-18
test	xgboost	K562	CPSF6-RBM15	4	32	9310	0.996828125	0.8770000537056928	0.11982807129430717	0.003609149160299459	0.2089961653133655	-0.20538701615306607	0.045538532968750024	0.0012641130681661653	0.04427441990058386	0.24501008187499987	0.27344584051331194	-0.028435758638312075	-18.394663219137396	2.9329414609851974e-18	3990.0	1.040642428964586e-21	-13.155634721571795	3.055861076269754e-14	14116.0	8.310836745382436e-19	53.0673917913932	0.0	0.0	268333.0	4.5655720740648095e-15	8.770704247545555e-15
test	xgboost	K562	CPSF6-RBM15	5	40	10793	0.9916374999999998	0.7030220976558881	0.28861540234411176	0.007626696952826726	0.34480170034816054	-0.3371750033953338	0.08886952089999992	0.007377568164214028	0.08149195273578588	0.056993600799999974	0.02392743124632811	0.033066169553671865	-17.924945134731377	1.5398637645240167e-20	11588.5	2.700660227031845e-25	21.900868426701596	7.5503608357573585e-25	389276.0	1.5678733006489526e-18	81.73263604077908	0.0	0.0	382132.0	3.699847248785558e-17	7.82866229453176e-17
test	xgboost	K562	CPSF6-RBM15	6	46	13903	0.9946521739130433	0.6876731640653097	0.30697900984773363	0.004470731440550487	0.3595404691162718	-0.3550697376757213	0.06789109626086956	0.0029171166376857228	0.06497397962318384	0.06823331769565219	0.06994984321597497	-0.0017165255203227814	17.041651625619114	2.8404133936091494e-21	629521.5	2.8960453017567785e-31	0.05163272637406986	0.9590462269533172	367956.5	0.07711068667266108	98.40053444215611	0.0	0.0	585033.0	2.275844407343114e-22	6.153208953186937e-22
test	xgboost	K562	CSTF2T-EWSR1	1	171	2539	0.9012076023391812	0.6603487593540763	0.24085884298510485	0.22371205074324185	0.36417074394047083	-0.14045869319722898	0.004047986769538014	0.00011137410982801496	0.003936612659709999	0.059457997865497096	0.0049273853772091375	0.05453061248828796	0.12795086806518027	0.8983390806344607	326648.5	1.242761223257834e-28	-32.013638772320725	8.011744712311767e-75	5655.0	2.720182500591593e-104	12.969165777717441	2.183775991399034e-29	3.4655575515680317e-29	321821.0	3.871960746552656e-26	1.22892667173193e-25
test	xgboost	K562	CSTF2T-EWSR1	2	445	3573	0.9396	0.5323526448362721	0.4072473551637279	0.1278667953080171	0.3509552378783692	-0.2230884425703521	0.030801742335505613	0.01604245287225301	0.014759289463252601	0.010119987879213482	0.0033465836206038983	0.006773404258609584	13.760885007764998	4.1022390228346735e-38	1257443.0	1.2660082705244527e-89	-1.1507068187774547	0.2504022818256383	495696.5	9.03364461333524e-39	48.258797082729316	8.586908687937821e-308	4.477459530139007e-307	1326127.0	3.176088516791998e-117	1.1592723086290792e-115
test	xgboost	K562	CSTF2T-EWSR1	3	845	3824	0.7724284023668639	0.5991554654811716	0.17327293688569234	0.303044551997998	0.35622186424252283	-0.05317731224452482	0.003858314447065091	0.001799642583099697	0.002058671863965394	0.15734101839053255	0.036374924587735356	0.12096609380279719	21.034825912499503	5.516312693055848e-81	2913561.0	5.603422145605028e-294	-62.082545646706066	0.0	260058.0	0.0	14.547646497063138	8.95412370947046e-45	1.634127576978359e-44	1975432.5	3.448262636121043e-24	1.0068926897473445e-23
test	xgboost	K562	CSTF2T-EWSR1	4	426	2759	0.783306338028169	0.592802102210946	0.19050423581722298	0.28253252503191795	0.3602059790373146	-0.07767345400539666	0.27173313150234746	0.1942688821842334	0.07746424931811405	0.026521384266431924	0.021559637722033346	0.004961746544398578	-13.126041849215811	6.764125427826468e-36	316667.0	2.4100931407433163e-53	9.475199489332304	1.859188396048283e-20	541106.0	0.00824519082327937	12.442780371656541	4.512909695805746e-32	7.32094239541821e-32	733345.5	1.6274069815203856e-16	3.254813963040771e-16
test	xgboost	K562	CSTF2T-EWSR1	5	691	3483	0.5224971056439942	0.6357483491243181	-0.1132512434803239	0.39284614385944244	0.33825583231110407	0.05459031154833838	0.07138659120477574	0.0071515791171714044	0.06423501208760433	6.351448645730828e-05	2.2780753424806202e-05	4.0733733032502073e-05	13.671160936352894	7.336693037878203e-38	2141772.5	2.0336126393588702e-233	-29.85291537612402	9.877762347730796e-176	275612.5	1.4207611586692657e-246	-7.075572633197072	2.982930471812673e-12	4.187575470044714e-12	1021173.5	3.042523251290366e-10	4.828352116178189e-10
test	xgboost	K562	CSTF2T-EWSR1	6	476	1978	0.5554002100840336	0.6592722446916077	-0.1038720346075741	0.38835484725883035	0.3340262038811146	0.05432864337771576	0.001039816316008403	0.0015647392174079873	-0.0005249229013995842	0.0007041031828781503	6.24611522855915e-05	0.0006416420305925589	3.281867707307139	0.0010790594877673413	366950.5	3.0115023353345296e-15	-4.089825223552713	5.06987648684501e-05	51275.5	1.7788849920249858e-211	-5.3764533609740015	1.0582961425437993e-07	1.3919931244269795e-07	414204.0	4.5955760056113685e-05	6.044631502876215e-05
test	xgboost	K562	CSTF2T-NONO	1	347	2682	0.5360720461095101	0.6671862416107383	-0.13111419550122816	0.4345234273962751	0.35106822795535747	0.08345519944091762	0.0009397621462478386	0.0002639167485555556	0.000675845397692283	0.0020840705451873206	0.011775666158642806	-0.009691595613455485	1.9208902788208166	0.05555372283497101	833990.0	3.768154707600377e-129	-8.408377910966806	6.584901586308158e-17	830512.0	5.7362011710693704e-126	-5.397534289321203	1.1506041076614001e-07	1.4998946403443252e-07	397794.5	1.055569099582672e-05	1.440309238682898e-05
test	xgboost	K562	CSTF2T-NONO	2	692	5045	0.8479465317919077	0.6146354806739346	0.23331105111797312	0.1870532575502718	0.34251179342875104	-0.15545853587847924	0.04332473983092485	0.017190747905272547	0.026133991925652304	0.08182877513554916	0.0859549979110216	-0.004126222775472435	75.5790426543493	0.0	3316756.0	0.0	16.461910765258352	6.687720159103364e-54	2501000.0	1.559151652149943e-76	27.15571291995524	2.5177641632193203e-131	7.069107073654245e-131	2483752.5	5.772064214335427e-73	6.019438394949802e-72
test	xgboost	K562	CSTF2T-NONO	3	372	4996	0.9010336021505375	0.6145244195356284	0.2865091826149091	0.18093548335634405	0.3727120265820816	-0.19177654322573753	0.005428955110403226	0.0014788521401616775	0.003950102970241548	0.0012877940312096773	0.004111896799925881	-0.0028241027687162037	11.357728304739117	6.233897906359535e-26	1555786.0	8.500743220573472e-105	7.966406106165887	4.7698448362048866e-15	1610180.0	2.01025355270673e-123	26.623576692634725	1.3776099151464932e-105	3.409000806972678e-105	1284705.5	6.516122413427984e-35	2.8828905223045018e-34
test	xgboost	K562	CSTF2T-NONO	4	199	3417	0.6954396984924621	0.5690390693590869	0.12640062913337524	0.4098944017521921	0.3652216375915571	0.04467276416063498	0.2264029744221107	0.17858970291290607	0.04781327150920461	0.27542330336683446	0.15898471537020778	0.11643858799662668	-4.179360008507176	4.204523834782381e-05	282850.0	6.395161827412387e-05	-15.502544286132549	4.367283781424932e-41	202388.0	6.132793326582768e-22	4.2529377529118895	3.1378974458541375e-05	3.882483280463594e-05	413541.5	2.7846907943482195e-07	3.9859299605376477e-07
test	xgboost	K562	CSTF2T-NONO	5	730	4711	0.45555205479452054	0.6664356824453406	-0.21088362765082003	0.42129243388041093	0.34281504131276386	0.07847739256764708	0.011697913068753422	0.013968827952545108	-0.0022709148837916863	0.006142877414493141	0.0031629583740386334	0.0029799190404545075	1.2250762713687187	0.22069310395820751	2906246.0	1.4845364044017731e-199	-9.046926710915827	1.056671048326306e-18	610869.0	6.127001055788678e-174	-12.879854322551616	6.461848456250328e-35	1.0844021547270665e-34	1383375.0	1.7141821576483214e-17	3.735382015173954e-17
test	xgboost	K562	CSTF2T-NONO	6	403	3077	0.6409342431761788	0.5492331816704583	0.09170106150572044	0.39997984248787743	0.3482598135559436	0.05172002893193384	0.001216554144094293	0.0010277448399402017	0.0001888093041540913	0.018589483222580642	0.011438425958842929	0.007151057263737713	3.474110851857445	0.0005602431429438704	878125.5	9.702498272113365e-44	-7.521610037135251	3.2934994328492883e-13	246148.0	8.186523103025196e-88	4.389676612494886	1.3942041151306903e-05	1.7397760752912888e-05	701927.0	1.568423437416688e-05	2.0817256532985136e-05
test	xgboost	K562	CSTF2T-TAF15	3	35	3567	0.007585714285714288	0.6372033922063359	-0.6296176779206216	0.01724924794365971	0.3437804714231973	-0.32653122347953756	0.002105371267142857	0.001960934690687693	0.00014443657645516394	0.002517814977142858	0.0001551931922167088	0.0023626217849261493	12.931918133704807	6.223891597056182e-26	92794.0	6.722723362188333e-07	-114.79351698221801	3.9439694890530545e-56	17.0	4.2120198329421884e-35	-97.57828825721374	0.0	0.0	1117.0	1.3339618135168046e-23	3.745354322566413e-23
test	xgboost	K562	CSTF2T-TAF15	4	35	2087	0.007585714285714288	0.5817204120747483	-0.574134697789034	0.01724924794365971	0.33188531126343684	-0.3146360633197771	0.36648588857142833	0.30470776689487306	0.061778121676555275	0.00010932006657142845	5.574965765884042e-06	0.00010374510080554442	-8.261983587254704	2.8951806548151736e-10	6676.0	6.273066432485226e-17	-268.4762437483328	0.0	1808.5	9.067962047549422e-24	-73.34280353827968	0.0	0.0	1701.5	3.4485865678915967e-22	8.990957837717377e-22
test	xgboost	K562	DDX42-RBFOX2	3	25	4566	0.9941800000000001	0.6391399474375822	0.3550400525624179	0.0047694339286753935	0.35913682543127146	-0.35436739150259605	0.0	0.0	0.0	0.11017716743999997	0.12236118826334429	-0.012184020823344313			57075.0	1.0	10.123767472142413	1.9447743495174888e-18	79760.0	0.0005892500509986258	65.75079923970053	0.0	0.0	106979.0	4.33032326128128e-14	8.002875900595783e-14
test	xgboost	K562	DDX42-U2AF2	4	21	14210	0.989904761904762	0.7492745953553834	0.24063016654937852	0.029109972109063856	0.3224162894038519	-0.29330631729478807	0.0	0.0	0.0	0.04496903623809524	0.05127168178232442	-0.006302645544229178			149205.0	1.0	28.33139560775167	8.010268356251077e-172	138411.0	0.5661197113034822	34.85294912816746	1.4969810548573345e-24	2.325098234140115e-24	268604.0	2.1979030227669898e-10	3.565487125822006e-10
test	xgboost	K562	EWSR1-NONO	1	295	1831	0.8679338983050846	0.5768793009284543	0.2910545973766303	0.16284980101471982	0.3930631596138606	-0.2302133585991408	0.023083308557288126	0.008468416537884216	0.01461489201940391	0.08612959904538978	0.002570875767711634	0.08355872327767815	-15.540567882009057	5.434086070713156e-44	71889.5	5.735403272921877e-92	20.116334149369052	2.7156352202111015e-57	416267.0	5.926273596596039e-51	22.047194163458308	1.313365051861382e-87	3.03148920517389e-87	336390.0	1.2206670400139628e-11	2.0484757223222824e-11
test	xgboost	K562	EWSR1-NONO	2	447	3698	0.9412997762863535	0.7894418604651163	0.1518579158212372	0.06244267020820066	0.27212007509892033	-0.20967740489071968	0.015498533001118567	0.002477652343734846	0.01302088065738372	0.07360385154362416	0.12348548489653163	-0.049881633352907476	3.609727410502142	0.00034026546165523923	714127.5	2.5195328011205265e-06	15.62660836020714	5.778470438468029e-50	1106965.0	6.6821266882456e-32	28.32315092698453	2.2438977008437312e-156	7.445660552799654e-156	1139492.0	3.425570060825851e-39	1.7245973409674972e-38
test	xgboost	K562	EWSR1-NONO	3	672	2708	0.6031919642857143	0.7311981166912851	-0.12800615240557078	0.4118012516304704	0.34712396687411906	0.06467728475635132	0.1359787944404762	0.06557462967348597	0.07040416476699023	0.005859901418616071	0.006347505507721565	-0.0004876040891054938	-27.683789204292594	4.746182991799544e-134	548592.0	2.1225935316075987e-57	12.086377541984783	6.02258110799601e-31	1767003.0	0.0	-7.429577372284717	2.48342119872918e-13	3.5201892719850514e-13	797063.0	6.26918198735294e-07	8.886413302461449e-07
test	xgboost	K562	EWSR1-NONO	4	443	2412	0.4396613995485327	0.7500536898839137	-0.310392290335381	0.4126889645610057	0.34238581053963113	0.07030315402137455	0.04541849994130926	0.03792854757139304	0.007489952369916224	0.1681316565665914	0.21611529704469326	-0.04798364047810186	47.97462243730219	1.3794933641786134e-293	1038633.0	7.077109765134068e-220	7.308737482030168	4.0004745983596684e-13	516556.0	0.2666452255798055	-14.915573482732864	1.3454981093446244e-42	2.3956429751745754e-42	351876.0	2.736502832382818e-30	1.079809225751058e-29
test	xgboost	K562	EWSR1-NONO	5	610	2962	0.583261475409836	0.6170330857528697	-0.033771610343033776	0.399991364941015	0.3883437050493645	0.011647659891650508	6.597385990655738e-05	2.205613554743417e-05	4.3917724359123206e-05	0.006918727987213114	0.004860036418065495	0.0020586915691476184	-76.7693763173343	0.0	198113.5	2.374834390594936e-212	-7.04784039998829	4.194589968795821e-12	543258.0	1.8231171303439722e-54	-1.9082778676493815	0.0566873685051573	0.06317828856299974	859044.5	0.05577862060427578	0.0626436816017251
test	xgboost	K562	EWSR1-NONO	6	370	2001	0.7808932432432433	0.5251709145427286	0.2557223287005147	0.24172450125518524	0.37552645648957034	-0.1338019552343851	0.00083016121	0.001638006912131534	-0.000807845702131534	0.004694838386216224	0.020353057849634978	-0.015658219463418756	-9.828257700908338	2.6752022290351858e-21	103004.5	3.966184834526065e-123	-7.3669282557248446	2.4516563171834256e-13	423247.0	8.931200384325259e-06	16.92094695068879	1.3719276713511218e-54	2.6013174028216074e-54	487683.5	2.660239944822102e-22	7.061727853527763e-22
test	xgboost	K562	EWSR1-RBM15	2	43	16539	0.9944186046511624	0.7446313561884031	0.24978724846275924	0.01021724163255784	0.3311410097318046	-0.3209237680992468	0.014039061565116258	0.0015399064406607297	0.012499155124455529	0.12763448023255802	0.05519289518074612	0.0724415850518119	-5.055601058557094	8.876828665286066e-06	33399.0	6.627559221111135e-25	2.673504035585491	0.01064458988009687	290209.0	0.03699360466011687	82.99647051874678	8.1e-322	4.38e-321	653910.5	1.7973899226496795e-21	4.524464288049193e-21
test	xgboost	K562	EWSR1-RBM15	3	91	5359	0.23914835164835177	0.8144916029109908	-0.575343251262639	0.22661955998870653	0.29519956116360563	-0.0685800011748991	0.10791236208791201	0.05040207140527897	0.05751029068263304	0.010048268340659354	0.020900023682746783	-0.010851755342087429	-61.831142698463054	0.0	124269.0	9.302683451886136e-16	12.409815477912602	6.936732341279084e-35	116206.0	9.69811279043939e-18	-23.87712454272725	5.457470928611011e-42	9.599888621412138e-42	57954.0	8.507445789107058e-36	3.8815221412800954e-35
test	xgboost	K562	FMR1-FXR2	1	1874	3025	0.8042329242262541	0.9053796694214875	-0.10114674519523337	0.323157659623098	0.20111466061143737	0.12204299901166063	0.15383910399477058	0.03657559237635702	0.11726351161841356	0.009743636002470114	0.0035694731301917355	0.006174162872278378	-46.94155253233721	0.0	548921.0	0.0	-1.7610194800851853	0.07834700028125349	3362623.0	4.676788721896594e-28	-12.168075781876864	3.1666322658484865e-33	5.253730804703171e-33	2657300.0	0.0002313828429116793	0.0002937556092617842
test	xgboost	K562	FMR1-FXR2	2	3150	7680	0.8915155555555556	0.7750301432291666	0.11648541232638898	0.218544519415577	0.3085901745927257	-0.09004565517714869	0.0207646592339746	0.007353272794049362	0.01341138643992524	0.003975951329338094	0.0032355906753546745	0.0007403606539834197	-12.989368644453789	7.654405121980688e-38	10606444.5	6.621995579749898e-24	-12.380983064616572	5.980556905525588e-35	5011243.5	0.0	22.18793415300122	5.803010049012983e-106	1.4607577019929231e-105	15282807.5	3.5697672497284584e-103	7.445514549433642e-102
test	xgboost	K562	FMR1-FXR2	3	1440	2919	0.9040225694444446	0.903023295649195	0.0009992737952495556	0.17828306118984613	0.22673399985028023	-0.048450938660434095	0.028139916827902775	0.020791067627759164	0.007348849200143611	0.22467203831319446	0.14009156320185595	0.08458047511133851	6.15435510879353	8.427417559881234e-10	2468442.0	6.123597065009839e-21	24.727566335195384	5.966256936791186e-126	2757543.5	3.0322356293372026e-63	0.15862602253550342	0.873972573518451	0.8923076624733837	2219609.5	0.0025420003706524584	0.003106307942223347
test	xgboost	K562	FMR1-FXR2	4	2408	5455	0.9795159883720931	0.9144505957836846	0.06506539258840849	0.03559244348766157	0.17870108152304814	-0.14310863803538657	0.5948696377574749	0.35440858345171805	0.24046105430575687	0.6326690105107973	0.42004143936401683	0.21262757114678044	41.45663628494682	0.0	8390962.0	5.627874708841484e-86	34.103628988950604	1.5003984337590513e-237	7897647.0	1.3418075586005343e-46	25.759268714900077	2.8529344548845604e-139	8.677675633607204e-139	8025874.0	1.1263405615247592e-55	8.222286099130741e-55
test	xgboost	K562	FMR1-FXR2	5	1946	4527	0.725339928057554	0.81721051468964	-0.09187058663208603	0.3591045249497392	0.2954049664557027	0.06369955849403652	0.004949269424966598	0.005729092734239562	-0.0007798233092729647	0.031677221258941415	0.012629760278510491	0.019047460980430926	4.0322591913317165	5.607865523140371e-05	3283386.0	1.4628493902327497e-59	-25.965917690730958	8.557430046791988e-133	1243331.0	0.0	-9.933051951573141	6.506517880389163e-23	9.793315572544514e-23	4276812.0	0.06342250729078829	0.07068462644622206
test	xgboost	K562	FMR1-FXR2	6	3342	5596	0.8412401256732496	0.8363155825589706	0.004924543114278923	0.291596632001155	0.2977961463896136	-0.006199514388458616	0.011325665345647455	0.005703584142284328	0.005622081203363128	0.006263818967752841	0.002861290339390457	0.0034025286283623844	22.285412454394724	1.4584941000540155e-106	9638821.0	0.014663896631780667	-6.701671742729036	2.3203747631052063e-11	6382224.0	1.25426300398924e-139	0.766379607782163	0.4434757844591066	0.455968060077673	9724951.5	0.0015276484087093424	0.0019062963048851623
test	xgboost	K562	FXR1-FXR2	1	1130	4716	0.8914194690265487	0.8381804495335029	0.05323901949304577	0.19707080748700365	0.2748226858947153	-0.07775187840771167	0.09230338668734513	0.012822467018835876	0.07948091966850925	0.006161478736035398	0.004413191770723494	0.0017482869653119041	-41.06998269396879	1.912968652031166e-231	269531.0	0.0	-3.4932478367316646	0.0004919872391345977	1715006.0	1.5571263992560984e-77	7.5003802097158605	9.025530720209596e-14	1.2918896913241186e-13	3313531.5	3.6652747207468213e-37	1.7262261588033416e-36
test	xgboost	K562	FXR1-FXR2	2	2894	6434	0.8740929509329648	0.8194396953683556	0.054653255564609204	0.2089615758917655	0.2940111601163073	-0.08504958422454179	0.029688906434039392	0.009809303913355145	0.01987960252068425	0.004380994271032481	0.0031671644039412334	0.0012138298670912478	23.54270988249253	1.6521732517141124e-114	12962483.0	1.5471211642587496e-202	-9.431629857919184	5.0236821032940825e-21	4655079.0	0.0	10.23329828702508	2.0224896072004974e-24	3.1082471858028697e-24	10214534.0	5.52296424511274e-14	1.007940974733075e-13
test	xgboost	K562	FXR1-FXR2	3	909	3026	0.9870214521452145	0.9161450760079312	0.07087637613728337	0.023805582575639774	0.1561606513454617	-0.13235506876982192	0.012248646304606932	0.0015045472547455916	0.01074409904986134	0.19565653406710676	0.1839242083592135	0.01173232570789326	-37.630947278728726	1.3968851488230578e-191	382847.0	1.0992358731100288e-239	3.8256982966488478	0.00013259253640768675	1352956.0	0.4564534709980773	24.05380709026403	2.6427543138485716e-118	7.2800401853187065e-118	1921292.5	7.19663992689038e-74	8.755911911049962e-73
test	xgboost	K562	FXR1-FXR2	4	1711	4897	0.9898790181180596	0.9245815805595263	0.06529743755853323	0.01322203452310124	0.17190405111497484	-0.1586820165918736	0.8749390137171245	0.3440237182396324	0.530915295477492	0.6091437019403856	0.5617725766259138	0.04737112531447174	64.0571175356573	0.0	6031168.0	6.594426196464976e-162	7.635439422371724	2.5720071280135816e-14	3690410.0	2.0439776095583958e-13	26.359013606918758	1.3637170404037231e-143	4.328319302150947e-143	5816940.5	6.363518548922836e-127	3.09691236047578e-125
test	xgboost	K562	FXR1-FXR2	5	743	4188	0.959808209959623	0.7978778653295128	0.16193034463011025	0.16467659811748045	0.31226665910846285	-0.1475900609909824	0.1405748694791386	0.04792837279994676	0.09264649667919185	0.034971527706056514	0.021935503070234	0.013036024635822513	30.643489472997082	3.083737605215602e-153	2559377.0	1.639962281661657e-173	-11.061325636455152	1.0694490484353563e-26	1126536.0	3.1665440256648945e-33	20.943234648549375	1.3288719803501983e-87	3.03148920517389e-87	2327640.0	2.499268057491417e-103	6.081552273229114e-102
test	xgboost	K562	FXR1-FXR2	6	1363	6161	0.9896239911958913	0.8068716117513391	0.18275237944455214	0.018530208013456003	0.32148499829799965	-0.30295479028454364	0.03021651105796038	0.009918113772026131	0.02029839728593425	0.00905736141959648	0.0044622497556305795	0.004595111663965901	49.845931937761584	0.0	6764729.5	1.71814494379808e-274	-6.05650711316182	1.7381625044847484e-09	2687552.0	2.44282710790409e-96	44.2885223623134	0.0	0.0	6430863.5	7.667163997562573e-208	1.1194059436441356e-205
test	xgboost	K562	GTF2F1-PCBP1	3	112	5565	0.9517410714285715	0.7548020664869721	0.19693900494159933	0.0531197432859914	0.25353418964911695	-0.20041444636312555	0.28875357328571444	0.07257106118424618	0.21618251210146827	0.16306251803571453	0.08943764926825822	0.07362486876745632	-66.42199528615323	9.810258855801017e-133	62746.5	6.416512098820818e-48	-52.45997510394074	0.0	191479.5	2.328940663429558e-12	32.48894070958341	6.604594723235038e-89	1.555275531600509e-88	467577.5	1.08191631334921e-19	2.5477384153062044e-19
test	xgboost	K562	GTF2F1-PCBP1	4	409	3270	0.3858655256723717	0.833719877675841	-0.4478543520034693	0.14810837979821037	0.22233182858746084	-0.07422344878925047	1.3352497491442537e-05	0.0018812601854371563	-0.0018679076879457139	0.2949122913447433	0.05664823487730275	0.23826405646744053	-28.967407865341286	2.0028755021341176e-164	90386.0	1.9217806319146516e-181	172.3328200954259	0.0	1328918.0	4.458837359321535e-234	-54.013217600020134	3.821648812571369e-245	1.6410609606924115e-244	90044.0	1.4151553837856007e-179	1.0330634301634885e-177
test	xgboost	K562	HNRNPK-LARP4	2	233	1999	0.5992489270386266	0.827340420210105	-0.22809149317147837	0.13699345664954976	0.27252648629583925	-0.1355330296462895	0.028600335403433486	0.10458322562245873	-0.07598289021902524	0.0	0.0	0.0	-22.21051997091385	9.56683563078567e-99	164131.0	1.3513324823779907e-13			232883.5	1.0	-21.02427800218197	3.5471751011865244e-70	7.192882844072674e-70	72699.0	2.3512532242099747e-66	2.019311592556802e-65
test	xgboost	K562	HNRNPK-PCBP1	1	72	2743	0.9857638888888888	0.7461458257382427	0.23961806315064604	0.04508794006819467	0.303624245726342	-0.25853630565814734	0.026552594555555562	0.012092418199008387	0.014460176356547175	0.12147870104166664	0.04760712908841962	0.07387157195324702	-3.9466647677779827	0.00018051602442993375	34788.0	4.534632118213277e-21	9.256798104747372	5.2770987522974584e-14	162504.5	6.123259344280798e-21	30.470035719174074	9.542551710975583e-98	2.3220209163373918e-97	172985.5	1.0915878124886366e-27	3.887117576179047e-27
test	xgboost	K562	HNRNPK-PCBP1	2	638	4052	0.7653228840125393	0.7352935587364264	0.030029325276112906	0.261756965082237	0.2754512908244502	-0.013694325742213187	0.05087296137931035	0.04554141070013574	0.00533155067917461	0.3524504638557994	0.13536869690055528	0.21708176695524414	7.892226190671252	5.759474519895988e-15	1825486.0	1.569949838378227e-63	-45.13942097425833	1.8016050386100627e-233	284361.0	2.0063940209215724e-221	2.67397428534475	0.007635672336246718	0.008990388395903394	1330806.5	0.2292766947460988	0.24433866739365273
